"price","bedrooms","sqft_living","floors","waterfront","view","condition","yr_built","X1","X2","X3","X4","X5"
221900,3,1180,1,0,0,3,1955,8.87904870689557,12.8959941607952,3.85461239113065,0.480644892901182,5.89367220597342
538000,3,2570,2,0,0,3,1951,9.53964502103344,15.1046495047528,1.5996075215879,0.22331307688728,5.12258329428732
180000,2,770,1,0,0,3,1933,13.1174166282982,11.9968414436745,3.80832650255771,0.585285803768784,6.31960309157148
604000,4,1960,1,0,0,5,1965,10.1410167828492,13.9861578724931,8.01584245586227,0.635337088722736,6.26240414055064
510000,3,1680,1,0,0,3,1987,10.2585754703219,20.3739610870465,11.2946169277136,0.989653425756842,4.02532524941489
1225000,4,5420,1,0,0,3,2001,13.4301299737666,14.3113629454121,-0.143992301879585,0.110751698724926,3.38129940303043
257500,3,1715,2,0,0,3,1995,10.9218324119784,12.360696115602,8.10724493106028,0.574383029714227,7.74874143162742
291850,3,1060,1,0,0,3,1963,7.46987753078693,14.5160827241056,9.23385026050731,1.52568224910647,3.67816841742024
229500,3,1780,1,0,0,3,1960,8.62629429621295,11.8102120436803,4.29759970813088,1.16201059101149,3.28123935265467
323000,3,1890,2,0,0,3,2003,9.10867605980008,17.878683925761,7.6889156914505,0.927197595126927,3.28368896106258
662500,3,3560,1,0,0,3,1965,12.4481635948789,15.8869535183915,11.2470362978569,1.07908542221412,4.71602402767166
468000,2,1160,1,0,0,4,1942,10.7196276541147,11.7668443952658,4.77102214837607,1.47653819667175,6.23805151833221
310000,3,1430,1.5,0,0,4,1927,10.8015429011881,15.6853187019168,4.1649215687356,0.917135454248637,7.49040701985359
400000,3,1370,1,0,0,4,1977,10.2213654318902,14.3126819699525,3.96786524104514,0.647061088122427,4.12171708839014
530000,5,1810,1.5,0,0,3,1900,8.88831773049185,16.5250472430423,2.85960190598841,1.28785277018324,2.67738877842203
650000,4,2950,2,0,3,3,1979,13.5738262736062,15.7422738640354,-1.80006347165085,1.63790490431711,5.18533703591675
395000,3,1890,2,0,0,3,1994,10.9957009564585,9.22805280240647,7.45029754678244,0.782506807241589,7.56247968878597
485000,4,1600,1.5,0,0,4,1916,6.06676568674072,9.43791840544803,1.8414053730986,0.501710908487439,3.29542691120878
189000,2,1200,1,0,0,4,1921,11.4027118031274,15.5762882029694,10.0230069196167,0.164568173699081,5.68136442545801
230000,3,1250,1,0,0,4,1969,9.05441718454413,16.4373407242658,8.94924573405519,0.775979162659496,2.39160797279328
385000,4,1620,1,0,0,4,1947,7.86435258802631,9.26435865688765,11.7564307060558,0.756973254028708,4.35109241865575
2000000,3,3050,1,0,4,3,1968,9.56405017068341,12.3029551440208,0.59256530082382,1.87485499773175,3.7109499303624
285000,5,2270,2,0,0,3,1995,7.94799110338552,13.6206395964228,7.98533134284548,0.474317875225097,5.87212427193299
252700,2,1070,1,0,0,3,1985,8.54221754141772,18.3866694797317,12.0984178170585,0.106897139456123,6.75010940246284
329000,3,2450,2,0,0,4,1985,8.74992146430149,20.7828634430003,7.28402671453266,1.75766893383116,4.01164993969724
233000,3,1710,1.5,0,0,5,1941,6.62661337851517,7.95553321380523,14.6124394200724,0.441440438386053,5.9393730647862
937000,3,2450,2,0,0,3,1915,11.6755740889891,14.1497987077099,8.73426016239272,0.608549257274717,6.11037041898817
667000,3,1400,1.5,0,0,5,1909,10.306746235673,19.5840001790437,8.33211903025447,0.060653927270323,5.61355599248782
438000,3,1520,1,0,0,3,1948,7.72372612597611,15.9163817458467,1.87707765196653,0.718321940861642,5.28163489699364
719000,4,2570,2,0,0,3,2005,12.5076298421399,15.137654851385,-3.03469013789427,0.878943576477468,7.55318814655766
580500,3,2320,2,0,0,3,2003,10.8529284429536,18.6153762666654,3.23573658618286,1.48196444800124,4.44961230410263
280000,2,1190,3,0,0,3,2005,9.40985703401546,15.3573657453099,0.120383299305412,1.78138094348833,5.67785990284756
687500,4,2330,1.5,0,0,4,1929,11.79025132209,16.1942654522056,11.4641211317871,0.139707271941006,7.82250047381967
535000,3,1090,1.5,0,0,4,1929,11.7562669750661,10.8400814674567,2.66762152073473,0.591285260859877,7.10861409921199
322500,4,2060,1,0,0,3,1981,11.643162163275,15.9275140160409,9.40074086116235,0.674749755300581,4.27202474558726
696000,3,2300,1.5,0,0,3,1930,11.3772805082002,19.3513428560612,4.47778778234951,0.0302684158086777,2.79144140332937
550000,4,1660,1,0,0,1,1933,11.1078353070752,19.5147389332679,-11.5861415766924,0.293346694670618,5.84721917752177
640000,4,2360,2,0,0,4,1904,9.87617657884656,13.9679047944241,8.08810464753637,0.475831201765686,6.27794486377388
240000,4,1220,1,0,0,2,1969,9.38807467252017,13.0252711245958,1.14595879071589,1.00468615302816,4.58213228732347
605000,4,2620,2,0,0,3,1996,9.23905799797523,15.8623771883722,4.69136813420227,1.78793524950743,2.30584163637832
625000,4,2570,2,0,0,3,2000,8.61058604215897,16.2373490338643,-3.04103067988441,1.14730348763987,2.15588210476562
775000,4,4220,1,0,0,3,1984,9.5841654439608,15.3892836241075,5.55425387590362,1.95506362291053,6.52100883657113
861990,5,3595,2,0,0,3,2014,7.46920729686347,16.2603720636296,-0.0165472237024566,0.97398654744029,2.29787946539
685000,3,1570,2,0,0,3,1922,14.337911930677,15.7227840098183,1.43040051283573,1.0997164323926,4.55837659491226
309000,3,1280,1,0,0,4,1959,12.41592399661,15.1057040767426,-3.48119432342286,0.103348505683243,6.06177366571501
488000,3,3160,2,0,0,3,2003,7.7537828335933,17.0182963841411,4.07457103705421,0.725644479971379,3.5577273867093
210490,3,990,1,0,0,3,1966,9.19423032940185,16.8511058153891,2.08776688244338,1.37855878472328,4.26832429738715
785000,4,2290,2,0,0,4,1981,9.06668929275356,16.7682007269567,8.7332697178841,0.913439340423793,2.98325446806848
450000,3,1250,1,0,0,4,1953,11.5599302366726,14.9149241077904,9.24828137780023,0.292739280033857,4.69318576948717
1350000,3,2753,1,1,2,5,1953,9.83326186705634,16.5172346262751,5.69541990360297,0.120080024003983,7.72765805898234
228000,3,1190,1,0,0,3,1955,10.5066370279895,13.917790503456,11.2440142629021,0.944269836880267,7.53534193756059
345000,5,3150,1,0,0,4,1966,9.94290648930259,14.8218062905217,11.7284690845048,0.337665244936943,7.18147162860259
600000,3,1410,1,0,0,4,1950,9.91425908541737,15.4752841635962,10.4992760458603,1.23631168995053,6.88863245584071
585000,2,1980,1,0,0,3,1981,12.7372045680289,16.3658061588165,9.422209343343,1.06583991041407,5.98425565427169
920000,5,2730,1.5,0,0,3,1927,9.54845802868146,16.8963573775687,-5.747729157626,1.41174868633971,5.80723254848272
885000,4,2830,2,0,0,3,1995,13.0329412088591,17.5646065854304,-0.183692416604897,0.00852433312684298,7.27499352768064
292500,4,2250,2,0,0,3,2008,6.90249439153956,13.8146584701726,1.69777255978502,1.17354319198057,4.91193949617445
301000,3,2420,2,0,0,3,2003,11.1692274992721,12.5472118539906,4.07138157456172,0.678334226366132,3.56400917749852
951000,5,3250,2,0,4,4,1968,10.2477084876892,14.9048160491223,-1.74291636636141,1.13212004769593,3.11732457811013
430000,4,1850,2,0,0,3,1991,10.4318831374879,16.1270439949746,3.99489574738572,1.42298667179421,5.21942422306165
650000,3,2150,1,0,3,4,1959,10.7592789655198,12.2541401255188,-0.988064759080033,0.038296818267554,6.12011770764366
289000,3,1260,1,0,0,3,1954,8.99535309378139,18.7807105069642,7.68086033223719,0.817776412237436,5.00912365689874
505000,3,2519,2,0,0,5,1973,9.33358523266116,11.9416518791063,5.34947830925092,0.0872525433078408,4.15258282795548
549000,3,1540,3,0,0,3,2014,7.96284923378582,16.7942114241349,-2.58717045547702,1.30875882413238,6.28210820676759
425000,3,1660,1,0,0,3,1979,7.85641754704884,10.2640187792219,4.50648834788409,1.28423767536879,2.05365127557889
317625,3,2770,1.5,0,0,5,1925,10.6070572828085,11.7128692025116,3.64344371042645,1.47921034041792,6.89622527547181
975000,4,2720,2,0,0,3,1989,10.8964195572589,20.1760941444799,8.3010540859654,1.3223883328028,4.09468627488241
287000,4,2240,2,0,0,3,2005,10.106008453461,14.0182751815697,-1.75779043430926,0.949446009472013,7.81135118333623
204000,3,1000,1,0,0,4,1968,11.8445349357595,13.6865790397072,9.51252618992468,0.593917979393154,4.76406659884378
1325000,5,3200,1,0,0,3,1965,14.1001693712543,12.2671122050674,0.891716736885487,0.0940488283522427,3.3349921121262
1040000,5,4770,1,0,0,4,1973,9.01793766788693,15.4656209804338,8.4474186594174,1.45321003813297,5.73179697617888
325000,3,1260,1,0,0,4,1972,5.38166224871838,13.6996524504769,-0.27633739074258,0.324286865536124,7.36434936802834
571000,4,2750,1.5,0,0,5,1916,12.0114770489245,16.7369888218777,2.2631238259915,0.236863658297807,5.58637741580606
360000,4,2380,2,0,0,3,2005,8.58159847483521,12.5608205331288,13.9714846955772,0.597833474166691,2.94109401898459
349000,3,1790,1,0,0,5,1965,8.62398276706528,13.1238237860468,12.5695622185971,1.3321176902391,4.38429693551734
832500,4,3430,2,0,0,4,1986,12.0511427393934,9.95996137226608,8.81576546692594,0.762186132371426,6.39523542346433
380000,4,1760,1,0,0,3,1956,9.43045398589798,9.66149695126652,1.78969167527907,0.400256076827645,4.28337420290336
480000,3,1040,1,0,0,3,1941,7.55856457549093,12.5017571382558,-0.275964938883787,0.269631053786725,5.44619568157941
410000,3,1410,1,0,0,4,1956,10.3626069594983,17.0596603215951,4.67509956805753,1.46688671037555,4.48926835088059
720000,4,3450,2,0,0,3,2002,9.72221727512191,17.6798454638179,5.19172711937322,0.318495784886181,6.66147466981784
390000,3,2350,2,0,0,3,2003,10.0115283717998,15.2090570465634,-1.08465766383308,0.0145986629649997,3.68756787246093
360000,4,1900,2,0,0,3,1992,10.7705608022527,14.4923279715883,3.5344215125455,0.0305364970117807,4.18347137328237
355000,2,2020,1,0,0,3,1948,9.25867993641518,19.7757781139331,-4.58519128393359,0.645993161946535,2.26825614878908
356000,3,1680,1,0,0,3,1964,11.2887530970377,13.646288927148,7.53899845851729,0.115449277218431,2.22327760746703
315000,3,960,1,0,0,3,1952,9.5590268763625,17.8106639348824,3.21678425605926,0.758951409719884,5.98884023958817
940000,3,2140,2,0,0,3,1925,10.6635639278314,15.3023763220257,7.10401691088486,0.119974824599922,3.89570799050853
305000,5,2660,1.5,0,0,5,1961,12.1936780262987,16.3775749667233,-1.40840842268258,1.55392359849066,3.54843536810949
461000,3,2770,2,0,0,3,2006,10.8703629816676,16.0201998714964,6.10238578936968,0.514186415355653,7.09922710806131
